,obj,endobj,stream,endstream,xref,trailer,startxref,/Page,/Encrypt,/ObjStm,/JS,/JavaScript,/AA,/OpenAction,/AcroForm,/JBIG2Decode,/RichMedia,/Launch,/EmbeddedFile,/XFA,/Colors > 2^24
4950,46,46,12,12,2,2,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0
4951,70,70,24,24,3,3,3,2,0,0,0,0,0,0,2,0,0,0,0,0,0
4952,6,6,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4953,50,50,47,47,0,0,2,1,0,21,0,0,0,0,1,0,0,0,0,0,0
4954,60,60,20,20,2,2,2,14,0,2,0,0,0,0,0,0,0,0,0,0,0
4955,6,6,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4956,111,111,101,101,0,0,4,4,0,23,0,0,0,0,3,0,0,0,9,0,0
4957,226,226,69,69,2,2,2,65,0,0,0,0,0,0,0,0,0,0,0,0,0
4958,27,27,13,13,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0
4959,41,41,16,16,2,2,2,5,0,4,0,0,0,0,0,0,0,0,0,0,0
4960,31,31,9,9,2,2,2,4,0,2,0,0,0,0,0,0,0,0,0,0,0
4961,62,62,28,28,2,2,2,20,0,4,0,0,0,0,0,0,0,0,0,0,0
4962,546,546,27,27,2,2,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0
4963,11,11,3,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4964,182,182,146,146,0,0,4,1,0,21,0,0,0,0,2,0,0,0,0,0,0
4965,11,11,3,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4966,85,85,50,50,2,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0
4967,6,6,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4968,6,6,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4969,58,58,52,52,0,0,3,2,0,11,0,0,0,0,2,0,0,0,8,0,0
4970,75,75,21,21,2,2,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0
4971,108,108,31,31,1,1,1,31,0,0,0,0,0,0,0,0,0,0,0,0,0
4972,133,133,127,127,0,0,4,2,0,15,0,0,0,0,2,0,0,0,11,0,0
4973,32,32,12,12,2,2,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0
4974,37,37,15,15,2,2,2,11,0,1,0,0,0,0,0,0,0,0,0,0,0
4975,24,24,5,5,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
4976,127,127,119,119,0,0,3,4,0,17,0,0,0,0,2,0,0,0,8,0,0
4977,29,29,17,17,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4978,61,61,55,55,0,0,3,2,0,9,0,0,0,0,2,0,0,0,9,0,0
4979,20,20,4,4,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
4980,303,303,81,81,4,4,2,4,0,8,2,3,1,0,2,0,0,0,0,0,0
4981,6,6,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4982,244,244,233,233,0,0,7,7,0,35,0,0,0,0,2,0,0,0,0,0,0
4983,50,50,16,16,2,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0
4984,97,97,34,34,3,3,3,1,0,0,1,1,9,0,2,0,0,0,0,0,0
4985,11,11,3,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4986,32,32,29,29,0,0,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0
4987,6,6,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4988,91,91,50,50,3,3,3,4,0,0,0,0,0,1,0,0,0,0,0,0,0
4989,176,176,12,12,2,2,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0
4990,33,33,11,11,2,2,2,4,0,2,0,0,0,0,0,0,0,0,0,0,0
4991,290,290,39,39,2,2,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0
4992,54,54,18,18,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
4993,24,24,7,7,2,2,2,4,0,0,0,0,0,0,0,0,0,0,1,0,0
4994,6,6,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4995,394,394,30,30,2,2,2,18,0,0,0,0,0,1,0,0,0,0,0,0,0
4996,345,345,112,112,3,3,3,97,0,0,0,0,0,0,1,0,0,0,1,0,0
4997,136,136,31,31,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4998,11,11,3,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4999,12,12,4,4,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5000,131,131,24,24,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0
5001,654,654,645,645,0,0,6,5,0,20,0,0,0,0,2,0,0,0,0,0,0
5002,41,41,12,12,2,2,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0
5003,25,25,11,11,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5004,41,41,15,15,2,2,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0
5005,27,27,15,15,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0
5006,153,153,19,19,2,2,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0
5007,49,49,37,37,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0
5008,30,30,9,9,2,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0
5009,39,39,10,10,1,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0
5010,37,37,10,10,2,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0
5011,107,107,99,99,0,0,2,6,0,14,0,0,0,0,1,0,0,0,0,0,0
5012,11,11,3,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5013,124,124,25,25,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
5014,29,29,26,26,0,0,2,1,0,6,0,0,0,0,1,0,0,0,0,0,0
5015,62,62,44,44,0,0,4,5,0,9,0,0,0,0,0,0,0,0,0,0,0
5016,11,11,3,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5017,50,50,20,20,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0
5018,26,26,14,14,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0
5019,27,27,21,21,0,0,2,4,0,4,0,0,0,0,0,0,0,0,0,0,0
5020,6,6,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5021,36,36,11,11,2,2,2,7,0,1,0,0,0,0,0,0,0,0,0,0,0
5022,65,65,59,59,0,0,3,2,0,11,0,0,0,0,2,0,0,0,8,0,0
5023,40,40,6,6,1,1,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0
5024,42,42,12,12,1,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0
5025,72,72,16,16,2,2,2,7,0,0,0,0,0,0,0,7,0,0,0,0,0
5026,32,32,8,8,2,2,2,7,0,0,0,0,0,1,0,0,0,0,0,0,0
5027,34,34,22,22,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0
5028,269,269,154,154,2,2,1,2,0,4,2,3,2,0,1,0,0,0,0,0,0
5029,102,102,93,93,0,0,3,5,0,17,0,0,0,0,2,0,0,0,0,0,0
5030,109,109,100,100,0,0,3,5,0,17,0,0,0,0,2,0,0,0,8,0,0
5031,131,131,62,62,4,4,4,3,0,0,0,1,0,0,2,0,0,0,0,0,0
5032,273,273,16,16,2,2,2,12,0,0,0,0,0,1,0,0,0,0,0,0,0
5033,6,6,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5034,40,40,13,13,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
5035,6,6,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5036,56,56,15,15,2,2,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0
5037,6,6,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5038,23,23,11,11,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0
5039,17,17,14,14,0,0,2,1,0,5,0,0,0,0,0,0,0,0,0,0,0
5040,26,26,14,14,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0
5041,99,99,26,26,2,2,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0
5042,6,6,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5043,98,98,10,10,2,2,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0
5044,284,284,35,35,2,2,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0
5045,36,36,11,11,2,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0
5046,28,28,7,7,2,2,2,4,0,0,0,0,0,0,0,0,0,0,1,0,0
5047,66,66,15,15,2,2,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0
5048,30,30,4,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5049,167,167,22,22,2,2,2,4,0,0,1,2,0,0,1,0,0,0,0,0,0
5050,30,30,8,8,2,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0
5051,11,11,3,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5052,65,65,6,6,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0
5053,25,25,13,13,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0
5054,100,100,22,22,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
5055,63,63,55,55,0,0,4,3,0,14,0,0,0,0,3,0,0,0,11,0,0
5056,113,113,108,108,0,0,2,3,0,7,0,0,0,0,0,0,0,0,0,0,0
5057,27,27,10,10,2,2,2,6,0,1,0,0,0,0,0,0,0,0,0,0,0
5058,6,6,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5059,6,6,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5060,33,33,10,10,2,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0
5061,6,6,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5062,125,125,30,30,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
5063,25,25,6,6,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
5064,29,29,8,8,2,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0
5065,35,35,29,29,0,0,2,2,0,10,0,0,0,0,2,0,0,0,9,0,0
5066,26,26,14,14,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0
5067,81,81,19,19,2,2,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0
5068,6,6,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5069,33,33,30,30,0,0,2,1,0,7,0,0,0,0,1,0,0,0,0,0,0
5070,77,77,70,70,0,0,3,3,0,11,0,0,0,0,2,0,0,0,8,0,0
5071,62,62,26,26,2,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0
5072,158,158,144,144,0,0,4,9,0,61,0,0,0,0,3,0,0,0,11,0,0
5073,169,169,20,20,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0
5074,34,34,7,7,2,2,2,6,0,0,0,0,0,1,0,0,0,0,0,0,0
5075,67,67,20,20,2,2,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0
5076,132,132,26,26,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0
5077,24,24,12,12,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0
5078,29,29,12,12,2,2,2,6,0,3,0,0,0,0,0,0,0,0,0,0,0
5079,61,61,9,9,2,2,1,4,0,2,0,0,0,0,0,0,0,0,0,0,0
5080,33,33,15,15,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0
5081,74,74,33,33,2,2,2,27,0,3,0,0,0,0,0,0,0,0,0,0,0
5082,36,36,7,7,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
5083,36,36,11,11,2,2,2,6,0,1,0,0,0,0,0,0,0,0,0,0,0
5084,92,92,85,85,0,0,4,0,0,18,0,0,0,0,3,0,0,0,0,0,0
5085,92,92,29,29,2,2,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0
5086,160,160,12,12,2,2,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0
5087,65,65,59,59,0,0,3,2,0,22,0,0,0,0,2,0,0,0,10,0,0
5088,41,41,10,10,2,2,2,4,0,0,0,0,0,0,0,4,0,0,0,0,0
5089,287,287,8,8,2,2,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0
5090,27,27,15,15,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0
5091,93,93,87,87,0,0,3,2,0,13,0,0,0,0,2,0,0,0,8,0,0
5092,55,55,18,18,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
5093,121,121,114,114,0,0,3,3,0,14,0,0,0,0,2,0,0,0,8,0,0
5094,116,116,76,76,2,2,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0
5095,263,263,22,22,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0
5096,6,6,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5097,1312,1312,54,54,4,4,4,35,0,0,0,0,0,3,0,0,0,0,0,0,0
5098,21,21,16,16,0,0,3,2,0,5,0,0,0,0,0,0,0,0,0,0,0
5099,70,70,25,25,4,4,3,16,0,4,0,0,0,0,0,0,0,0,0,0,0
5100,93,93,85,85,0,0,3,4,0,16,0,0,0,0,2,0,0,0,8,0,0
5101,23,23,22,22,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0
5102,80,80,23,23,2,2,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0
5103,71,71,26,26,4,4,3,18,0,3,0,0,0,0,0,0,0,0,0,0,0
5104,104,104,24,24,2,2,2,11,0,0,0,0,0,0,0,11,0,0,0,0,0
5105,108,108,19,19,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
5106,27,27,8,8,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
5107,25,25,13,13,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0
5108,37,37,25,25,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0
5109,21,21,9,9,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0
5110,6,6,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5111,52,52,12,12,2,2,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0
5112,19,19,6,6,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5113,61,61,9,9,2,2,1,4,0,2,0,0,0,0,0,0,0,0,0,0,0
5114,11,11,3,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5115,6,6,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5116,50,50,15,15,2,2,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0
5117,98,98,16,16,2,2,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0
5118,194,194,36,36,4,4,3,20,0,7,0,0,0,0,0,0,0,0,0,0,0
5119,31,31,19,19,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0
5120,51,51,20,20,2,2,2,11,0,4,0,0,0,0,0,0,0,0,0,0,0
5121,97,97,91,91,0,0,3,2,0,13,0,0,0,0,2,0,0,0,8,0,0
5122,258,258,115,115,3,3,3,5,0,0,2,3,2,0,3,0,0,0,1,0,0
5123,34,34,9,9,2,2,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0
5124,28,28,25,25,0,0,2,1,0,5,0,0,0,0,1,0,0,0,0,0,0
5125,45,45,15,15,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
5126,29,29,26,26,0,0,2,1,0,5,0,0,0,0,1,0,0,0,0,0,0
5127,28,28,16,16,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0
5128,31,31,11,11,2,2,2,7,0,1,0,0,0,0,0,0,0,0,0,0,0
5129,11,11,3,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5130,119,119,28,28,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0
5131,11,11,3,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5132,114,114,107,107,0,0,2,3,0,13,0,0,0,0,2,0,0,0,8,0,0
5133,65,65,18,18,2,2,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0
5134,122,122,11,11,2,2,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0
5135,130,130,24,24,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0
5136,11,11,3,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5137,172,172,63,63,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
5138,6,6,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5139,95,95,74,74,0,0,1,0,0,13,0,0,0,0,1,0,0,0,0,0,0
5140,33,33,10,10,2,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0
5141,12,12,4,4,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5142,110,110,33,33,2,2,2,28,0,0,0,0,0,0,0,0,0,0,0,0,0
5143,42,42,10,10,2,2,2,8,0,0,0,0,0,1,0,0,0,0,0,0,0
5144,11,11,3,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5145,18,18,6,6,2,2,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0
5146,19,19,15,15,0,0,2,2,0,6,0,0,0,0,0,0,0,0,0,0,0
5147,417,417,15,15,2,2,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0
5148,6,6,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5149,24,24,12,12,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0
5150,285,285,51,51,2,2,2,33,0,0,1,0,0,0,1,0,0,0,0,0,0
5151,806,806,38,38,2,2,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0
5152,36,36,14,14,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5153,151,151,145,145,0,0,2,2,0,15,0,0,0,0,2,0,0,0,0,0,0
5154,269,269,110,110,4,4,2,2,0,6,2,3,1,0,2,0,0,0,0,0,0
5155,233,233,166,166,0,0,3,1,0,15,0,0,0,0,2,0,0,0,0,0,0
5156,768,768,74,74,4,4,3,52,0,12,0,0,0,0,0,0,0,0,0,0,0
5157,45,45,14,14,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
5158,25,25,21,21,0,0,2,2,0,5,0,0,0,0,0,0,0,0,0,0,0
5159,79,79,15,15,2,2,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0
5160,27,27,8,8,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
5161,37,37,10,10,2,2,2,8,0,0,0,0,0,1,0,0,0,0,0,0,0
5162,32,32,9,9,2,2,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0
5163,11,11,3,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5164,49,49,44,44,0,0,1,3,0,10,0,0,0,0,1,0,0,0,0,0,0
5165,19,19,6,6,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5166,39,39,10,10,2,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0
5167,11,11,3,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5168,35,35,12,12,2,2,2,8,0,1,0,0,0,0,0,0,0,0,0,0,0
5169,11,11,3,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5170,93,93,31,31,2,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0
5171,277,277,40,40,2,2,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0
5172,30,30,4,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5173,134,134,92,92,0,0,3,37,0,41,0,0,0,0,0,0,0,0,0,0,0
5174,327,327,21,21,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
5175,421,421,29,29,2,2,2,10,0,0,0,0,0,1,0,0,0,0,0,0,0
5176,145,145,50,50,3,3,3,20,0,0,0,0,0,0,0,0,0,0,1,0,0
5177,87,87,25,25,2,2,2,17,0,2,0,0,0,0,0,0,0,0,0,0,0
5178,6,6,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5179,128,128,87,87,0,0,5,34,0,38,0,0,0,0,0,0,0,0,0,0,0
5180,149,149,38,38,2,2,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0
5181,191,191,183,183,0,0,4,3,0,36,0,0,0,0,3,0,0,0,11,0,0
5182,6,6,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5183,35,35,7,7,1,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0
5184,145,145,28,28,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
5185,170,170,29,29,2,2,2,2,0,3,1,2,0,0,1,0,0,0,0,0,0
5186,34,34,10,10,2,2,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0
5187,22,22,4,4,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
5188,54,54,16,16,2,2,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0
5189,101,101,7,7,2,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0
5190,112,112,104,104,0,0,3,4,0,16,0,0,0,0,2,0,0,0,9,0,0
5191,95,95,87,87,0,0,3,4,0,17,0,0,0,0,2,0,0,0,8,0,0
5192,110,110,23,23,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
5193,46,46,32,32,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
5194,6,6,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5195,38,38,26,26,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0
5196,178,178,57,57,2,2,1,4,0,3,2,3,1,0,1,0,0,0,0,0,0
5197,157,157,110,110,2,2,2,4,0,7,0,0,0,0,1,0,0,0,0,0,0
5198,27,27,15,15,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0
5199,28,28,7,7,2,2,2,4,0,0,0,0,0,0,0,0,0,0,1,0,0
5200,25,25,8,8,2,2,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0
5201,34,34,31,31,0,0,2,1,0,5,0,0,0,0,1,0,0,0,0,0,0
5202,6,6,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5203,50,50,44,44,0,0,3,2,0,13,0,0,0,0,2,0,0,0,8,0,0
5204,33,33,10,10,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
5205,42,42,13,13,2,2,2,9,0,1,0,0,0,0,0,0,0,0,0,0,0
5206,63,63,17,17,2,2,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0
5207,70,70,63,63,0,0,3,3,0,14,0,0,0,0,2,0,0,0,8,0,0
5208,11,11,3,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5209,174,174,53,53,1,1,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0
5210,57,57,52,52,0,0,2,3,0,10,0,0,0,0,1,0,0,0,0,0,0
5211,38,38,13,13,2,2,2,8,0,1,0,0,0,0,0,0,0,0,0,0,0
5212,69,69,21,21,2,2,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0
5213,75,75,57,57,0,0,2,16,0,16,0,0,0,0,0,0,0,0,0,0,0
5214,57,57,35,35,4,4,3,6,0,16,0,0,0,0,0,0,0,0,0,0,0
5215,234,234,148,148,0,0,3,1,0,12,0,0,0,0,2,0,0,0,0,0,0
5216,40,40,8,8,1,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0
5217,31,31,9,9,2,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0
5218,301,301,40,40,2,2,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0
5219,490,490,221,221,4,4,4,6,0,0,0,1,0,0,2,1,0,0,0,0,0
5220,12,12,4,4,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5221,59,59,53,53,0,0,3,2,0,11,0,0,0,0,2,0,0,0,8,0,0
5222,11,11,3,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5223,108,108,15,15,2,2,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0
5224,82,82,15,15,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0
5225,44,44,15,15,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
5226,328,328,50,50,2,2,2,31,0,12,0,0,0,0,0,0,0,0,0,0,0
5227,60,60,17,17,2,2,2,2,0,1,1,2,0,0,1,0,0,0,0,0,0
5228,30,30,18,18,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0
5229,61,61,17,17,2,2,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0
5230,31,31,8,8,2,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0
5231,38,38,10,10,1,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0
5232,105,105,15,15,2,2,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0
5233,121,121,21,21,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0
5234,24,24,8,8,2,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0
5235,30,30,18,18,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0
5236,49,49,43,43,0,0,3,2,0,11,0,0,0,0,2,0,0,0,8,0,0
5237,11,11,3,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5238,11,11,3,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5239,11,11,3,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5240,156,156,28,28,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
5241,129,129,123,123,0,0,3,2,0,17,0,0,0,0,2,0,0,0,8,0,0
5242,56,56,16,16,2,2,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0
5243,127,127,19,19,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
5244,36,36,11,11,2,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0
5245,59,59,14,14,2,2,2,13,0,0,0,0,0,1,0,0,0,0,0,0,0
5246,79,79,19,19,1,1,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0
5247,38,38,15,15,2,2,2,5,0,4,0,0,0,0,0,0,0,0,0,0,0
5248,43,43,10,10,2,2,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0
5249,64,64,55,55,0,0,3,5,0,13,0,0,0,0,2,0,0,0,10,0,0
5250,6,6,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5251,12,12,6,6,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
5252,64,64,19,19,2,2,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0
5253,30,30,4,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5254,829,829,67,67,2,2,2,48,0,13,0,0,0,0,0,0,0,0,0,0,0
5255,127,127,24,24,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0
5256,30,30,18,18,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0
5257,11,11,3,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
